gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,,,,100,METRES (9 Aug ),,,,,"Indianapolis, USA",
Men,,HEAT,1,1,Mark Witherspoon,USA,10.24,,,"Indianapolis, USA",
Men,,HEAT,1,2,Juan N úñez Lima,Dominican Republic,10.31,,,"Indianapolis, USA",
Men,,HEAT,1,3,Luis Morales Scott,Puerto Rico,10.45,,,"Indianapolis, USA",
Men,,HEAT,1,4,Jailto dos Santos Bonfim,Brazil,10.49,,,"Indianapolis, USA",
Men,,HEAT,1,5,William Trott,Bermuda,10.60,,,"Indianapolis, USA",
Men,,HEAT,1,6,Cuthbert Burrell,Belize,11.58,,,"Indianapolis, USA",
Men,,HEAT,2,1,Andr és Sim ón Gómez,Cuba,10.12,,,"Indianapolis, USA",
Men,,HEAT,2,2,Andrew Smith,Jamaica,10.31,,,"Indianapolis, USA",
Men,,HEAT,2,3,Gerardo Suero Correa,Dominican Republic,10.36,,,"Indianapolis, USA",
Men,,HEAT,2,4,Dazel Jules,Trinidad and Tobago,10.53,,,"Indianapolis, USA",
Men,,HEAT,2,5,St.Clair Soleyne,Antigua and Barbuda,10.90,,,"Indianapolis, USA",
Men,,HEAT,2,6,Javier Widoycovich,Chile,10.99,,,"Indianapolis, USA",
Men,,HEAT,2,7,Claude Roumain,Haiti,11.28,,,"Indianapolis, USA",
Men,,HEAT,3,1,Raymond Stewart,Jamaica,10.03,,,"Indianapolis, USA",
Men,,HEAT,3,2,Greg Barnes,Virgin Islands,10.21,,,"Indianapolis, USA",
Men,,HEAT,3,3,Carlos Moreno Lira,Chile,10.40,,,"Indianapolis, USA",
Men,,HEAT,3,4,Lester Benjami n,Antigua and Barbuda,10.44,,,"Indianapolis, USA",
Men,,HEAT,3,5,Guillermo Saucedo Vaca,Bolivia,10.94,,,"Indianapolis, USA",
Men,,HEAT,3,6,Damil Flower,Belize,11.01,,,"Indianapolis, USA",
Men,,HEAT,4,1,Leandro Pe ñalver Gonzalez,Cuba,10.16,,,"Indianapolis, USA",
Men,,HEAT,4,2,Arnaldo de Oliveira Silva,Brazil,10.32,,,"Indianapolis, USA",
Men,,HEAT,4,3,Lee McRae,USA,10.33,,,"Indianapolis, USA",
Men,,HEAT,4,4,Luis Smith Reyes,Panama,10.72,,,"Indianapolis, USA",
Men,,HEAT,4,5,Eduardo Nava Alcantara,Mexico,10.84,,,"Indianapolis, USA",
Men,,HEAT,4,6,Lindel Hodge,British Virgin Islands,10.85,,,"Indianapolis, USA",
Men,,HEAT,1,1,Raymond Stewart,Jamaica,9.89,,,"Indianapolis, USA",
Men,,HEAT,1,2,Mark Witherspoon,USA,9.91,,,"Indianapolis, USA",
Men,,HEAT,1,3,Lee McRae,USA,10.05,,,"Indianapolis, USA",
Men,,HEAT,1,4,Greg Barnes,Virgin Islands,10.15,,,"Indianapolis, USA",
Men,,HEAT,1,5,Luis Morales S cott,Puerto Rico,10.29,,,"Indianapolis, USA",
Men,,HEAT,1,6,Arnaldo de Oliveira Silva,Brazil,10.33,,,"Indianapolis, USA",
Men,,HEAT,1,7,William Trott,Bermuda,10.44,,,"Indianapolis, USA",
Men,,HEAT,1,8,Lester Benjamin,Antigua and Barbuda,10.46,,,"Indianapolis, USA",
Men,,HEAT,2,1,Leandro Pe ñalver Gonzalez,Cuba,10.00,,,"Indianapolis, USA",
Men,,HEAT,2,2,Andr és Sim ón Gómez,Cuba,10.04,,,"Indianapolis, USA",
Men,,HEAT,2,3,Juan N úñez Lima Dominican Republ ic,,10.07,,,"Indianapolis, USA",
Men,,HEAT,2,4,Andrew Smith,Jamaica,10.11,,,"Indianapolis, USA",
Men,,HEAT,2,5,Dazel Jules,Trinidad and Tobago,10.27,,,"Indianapolis, USA",
Men,,HEAT,2,6,Jailto dos Santos Bonfim,Brazil,10.37,,,"Indianapolis, USA",
Men,,HEAT,2,7,Carlos Moreno Lira,Chile,10.37,,,"Indianapolis, USA",
Men,,HEAT,2,8,Gerardo Suero Correa,Dominican Republic,10.47,,,"Indianapolis, USA",
Men,100 METRES,FINAL,,1,Lee McRae,USA,10.26,,10 Aug,"Indianapolis, USA",
Men,100 METRES,FINAL,,2,Raymond Stewart,Jamaica,10.27,,10 Aug,"Indianapolis, USA",
Men,100 METRES,FINAL,,3,Juan N úñez Lima,Dominican Republic,10.44,,10 Aug,"Indianapolis, USA",
Men,100 METRES,FINAL,,4,Leandro Pe ñalver Gonzalez,Cuba,10.53,,10 Aug,"Indianapolis, USA",
Men,100 METRES,FINAL,,5,Andr és Sim ón Gómez,Cuba,10.55,,10 Aug,"Indianapolis, USA",
Men,100 METRES,FINAL,,6,Andrew Smith,Jamaica,10.62,,10 Aug,"Indianapolis, USA",
Men,100 METRES,FINAL,,7,Greg Barnes,Virgin Islands,10.63,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,1,1,Floyd Heard,USA,20.70,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,1,2,Arnaldo de Oliveira Silva,Brazil,21.27,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,1,3,Felix Stevens Wells,Cuba,21.30,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,1,4,Lindel Hodge,British Virgin Islands,22.53,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,1,5,Claude Roumain,Haiti,23.30,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,2,1,Robson Caetano da Silva,Brazil,20.79,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,2,2,Wallace Spearmon,USA,20.89,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,2,3,John Mair,Jamaica,21.08,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,2,4,Edgardo Guilbe Alomar,Puerto Rico,21.10,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,2,5,Alvin Daniel,Trinidad and Tobago,21.11,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,2,6,Ulric Jackson,Virgin Islands,23.08,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,1,Clive Wright,Jamaica,21.02,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,2,Leandro Pe ñalver Gonzalez,Cuba,21.12,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,3,Neville Hodge Gomez,Virgin Islands,21.27,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,4,Dazel Jules Trinida d and Tobago,,21.39,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,5,Carlos Moreno Lira,Chile,21.82,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,6,Rafael Mejia,Dominican Republic,21.93,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,7,Damil Flower,Belize,22.14,,10 Aug,"Indianapolis, USA",
Men,100 METRES,HEAT,3,8,Bernard Whyte,Antigua and Barbuda,22.17,,10 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,1,Floyd Heard,USA,20.72,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,2,Wallace Spearmo n,USA,20.89,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,3,Leandro Pe ñalver Gonzalez,Cuba,20.96,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,4,Felix Stevens Wells,Cuba,21.22,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,5,Alvin Daniel,Trinidad and Tobago,21.41,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,6,Neville Hodge Gomez,Virgin Islands,21.61,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,7,Damil Flower,Belize,22.05,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,8,Lind el Hodge,British Virgin Islands,22.36,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,1,Robson Caetano da Silva,Brazil,20.59,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,2,Arnaldo de Oliveira Silva,Brazil,20.71,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,3,Clive Wright,Jamaica,20.81,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,4,John Mair,Jamaica,21.01,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,5,Edgardo Guilbe Alomar,Puerto Rico,21.19,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,6,Dazel Jules,Trinidad and Tobago,21.26,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,7,Carlos Moreno Lira,Chile,21.78,,13 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,8,Rafael Mejia,Dominican Republic,21.99,,13 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,1,Floyd Heard,USA,20.25,,15 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,2,Robson Caetano da Silva,Brazil,20.49,,15 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,3,Wallace Spearmon,USA,20.53,,15 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,4,Leandro Pe ñalver Gonzalez,Cuba,20.73,,15 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,5,Clive Wright,Jamaica,20.73,,15 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,6,Arnaldo de Oliveira Silva,Brazil,20.81,,15 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,7,Felix Stevens Wells,Cuba,21.11,,15 Aug,"Indianapolis, USA",
Men,200 METRES,FINAL,,8,John Mair,Jamaica,21.22,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,1,Roberto Hern ández Prendes,Cuba,46.47,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,2,Héctor Daley,Panama,46.85,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,3,Sergio Matias de Menezes,Brazil,47.01,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,4,Beres Long,Jamaica,47.52,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,5,Gerald Bean,Bermuda,49.51,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,1,6,Mitchell Peters,Virgin Islands,50.60,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,1,Lázaro Martinez Despaigne,Cuba,46.65,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,2,Gerson de Andrade Souza Braz il,,46.88,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,3,Bert Cameron,Jamaica,46.94,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,4,Aaron Phillips,Venezuela,47.10,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,5,Patrick Delice,Trinidad and Tobago,48.28,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,6,Mitchell Browne,Antigua and Barbuda,49.09,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,2,7,Keith Smith,Virgin Islands,49.37,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,3,1,Raymond Pierre,USA,46.14,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,3,2,Ian Morris Trinid ad and Tobago,,46.45,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,3,3,Elvis Forde,Barbados,46.89,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,3,4,Troy Do uglas,Bermuda,47.28,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,3,5,Howard Lindsay,Antigua and Barbuda,48.00,,15 Aug,"Indianapolis, USA",
Men,200 METRES,HEAT,3,6,Dean Greenaway,British Virgin Islands,48.58,,15 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,1,Raymond Pierre,USA,45.25,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,2,Bert Cameron,Jamaica,45.82,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,3,Hector Daley,Panama,45.95,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,4,Lázaro Martinez Despaigne,Cuba,46.05,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,5,Aaron Phillips,Venezuela,47.15,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,6,Sergio Matias de Menezes,Brazil,47.30,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,7,Howard Lindsay,Antigua and Barbuda,47.87,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,8,Patrick De lice,Trinidad and Tobago,48.90,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,1,Roberto Hern ández Prendes,Cuba,45.53,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,2,Elvis Forde,Barbados,45.96,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,3,Ian Morris,Trinidad and Tobago,46.14,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,4,Beres Long,Jamaica,46.54,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,5,Gerson de Andrade Souza,Brazil,46.79,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,6,Troy Douglas,Bermuda,47.59,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,7,Mitc hell Browne,Antigua and Barbuda,48.29,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,8,Dean Greenaway,British Virgin Islands,48.68,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,400,M ETRES (13 Aug),,,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,1,Raymond Pierre,USA,44.60,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,2,Bert Cameron,Jamaica,44.72,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,3,Roberto Hern ández Prendes,Cuba,45.13,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,4,Ian Morris,Trinidad and Tobago,45.53,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,5,Hector Daley,Panama,45.56,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,6,Elvis Forde,Barbados,45.56,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,7,Lázaro Martinez Despaigne,Cuba,45.57,,12 Aug,"Indianapolis, USA",
Men,400 METRES,FINAL,,8,Beres Long,Jamaica,46.25,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,1,José Luiz Barbosa,Brazil,1:48.97,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,2,Manuel Balmaceda Olavarriete,Chile,1:49.14,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,3,Luis Kar in Toledo Cuesta,Mexico,1:49.26,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,4,Dale Jones,Antigua and Barbuda,1:49.42,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,1,5,Reuben Bayley,Barbados,1:49.62,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,1,Johnny Gray,USA,1:48.44,,12 Aug,"Indianapolis, USA",
Men,400 METRES,HEAT,2,2,Mauricio Hern ández Sanchez,Mexico,1:48.69,,12 Aug,"Indianapolis, USA",
