gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,100 METRES,HEAT,1,1,Andre De Grasse,Canada,10.06,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,2,Jason Livermore,Jamaica,10.09,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,3,Kemar Hyman,Cayman Islands,10.14,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,4,Yancarlos Martinez,Dominican Republic,10.14,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,5,Daniel Bailey,Antigua and Barbuda,10.16,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,6,Vitor dos Santos,Brazil,10.31,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,7,Brijesh Lawrence St.Kitts -Nevis,,10.31,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,8,Johnathan Farquharson,Bahamas,10.48,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,1,BeeJay Lee,USA,9.99,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,2,Ramon Gittens,Barbados,10.03,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,3,Antoine Adams St.Kitts -Nevis,,10.11,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,4,Sheldon Mitchell,Jamaica,10.14,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,5,Reynier Mena Berenguer,Cuba,10.18,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,6,Diego Palomeque Echavarria,Colombia,10.44,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,7,Marcus Duncan,Trinidad and Tobago,10.52,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,1,Keston Ble dman,Trinidad and Tobago,9.95,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,2,Remontay McClain,USA,9.99,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,3,Shavez Hart,Bahamas,10.13,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,4,Levi Cadogan,Barbados,10.18,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,5,Stanly Del Carmen,Dominican Republic,10.19,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,6,Darell Wesh,Haiti,10.24,,21 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,1,Keston Bledman,Trinidad and Tobago,10.10,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,2,Remontay McClain,USA,10.11,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,3,Ramon Gittens,Barbados,10.15,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,4,Kemar Hyman,Cayman Islands,10.17,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,5,Darell Wesh,Haiti,10.32,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,6,Sheldon Mitchell,Jamaica,10.35,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,1,Andre De Grasse,Canada,9.97,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,2,Antoine Adams St.Kitts -Nevis,,10.05,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,3,Jason Livermore,Jamaica,10.10,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,4,BeeJay Lee,USA,10.15,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,5,Levi Cadogan,Barbados,10.16,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,6,Yancarlos Martinez,Dominican Republic,10.17,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,7,Shavez Hart,Bahamas,10.18,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,8,Reynier Mena Berenguer,Cuba,10.23,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,1,Andre De Grasse,Canada,10.05,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,2,Ramon Gittens,Barbados,10.07,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,3,Antoine Adams St.Kitts -Nevis,,10.09,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,4,Keston Bledman,Trinidad and Tobago,10.12,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,5,Remontay McClain,USA,10.15,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,6,BeeJay Lee,USA,10.17,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,7,Jason Livermore,Jamaica,10.17,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,8,Levi Cadogan,Barbados,10.18,,22 Jul,"Toronto, Canada",
Men,100 METRES,FINAL,,200,METRES ( 23 Jul),,,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,1,Miguel Francis,Antigua and Barbuda,20.21,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,2,Wallace Spearmon,USA,20.49,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,3,Aldemir da Silva Junior,Brazil,20.54,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,4,Antoine Adams St.Kitts -Nevis,,20.62,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,5,Cesar Ramirez Rodriguez,Mexico,20.64,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,6,Arturo Ramirez,Venezuela,20.74,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,7,Elroy McBride,Bahamas,21.05,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,1,8,Rolando Palacios,Honduras,21.19,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,1,Alonso Edward,Panama,20.39,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,2,Bruno de Barros Lins,Brazil,20.41,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,3,Kyle Greaux,Trinidad and Tobago,20.75,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,4,Harold Houston,Bermuda,21.00,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,5,Jason Livermore,Jamaica,21.02,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,2,6,Courtney Williams,St.Vincent and the Grenadines,21.35,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,1,Rasheed Dwyer,Jamaica,20.25,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,2,Yancarlos Martinez,Dominican Republic,20.30,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,3,Brendon Rodney,Canada,20.43,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,4,Reynier Mena Berenguer,Cuba,20.45,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,5,Rondel Sorrillo,Trinidad and Tobago,20.63,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,6,Gary Robinson,Costa Rica,21.28,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,3,7,Mark Anderson,Belize,22.44,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,4,1,Andre De Grasse,Canada,20.17,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,4,2,Roberto Skyers Pérez,Cuba,20.18,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,4,3,BeeJay Lee,USA,20.34,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,4,4,Alex Quiñonez Martinez,Ecuador,20.59,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,4,5,Burkheart Ellis,Barbados,20.70,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,4,6,Bernardo Baloyes,Colombia,20.89,,22 Jul,"Toronto, Canada",
Men,100 METRES,HEAT,4,7,Lestrod Roland St.Kitts -Nevis,,21.02,,22 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,1,Rasheed Dwyer,Jamaica,19.80,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,2,Wallace Spearmon,USA,20.03,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,3,Miguel Francis,Antigua and Barbuda,20.05,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,4,Brendon Rodney Canad a,,20.29,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,5,Reynier Mena Berenguer,Cuba,20.32,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,6,Bruno de Barros Lins,Brazil,20.66,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,7,Kyle Greaux,Trinidad and Tobago,20.69,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,1,8,Antoine Adams St.Kitts -Nevis,,20.82,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,1,Alonso Edward,Panama,20.09,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,2,Roberto Skyers P érez,Cuba,20.09,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,3,Andre De Grasse,Canada,20.12,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,4,Yancarlos Martinez,Dominican Republic,20.22,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,5,BeeJay Lee,USA,20.23,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,6,Rondel Sorrillo,Trinidad and Tobago,20.61,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,7,Aldemir da Silva Junior,Brazil,20.66,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,8,Alex Quiñonez Martinez,Ecuador,20.81,,23 Jul,"Toronto, Canada",
Men,200 METRES,HEAT,2,200,METRES ( 24 Jul),,,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,1,Andre De Grasse,Canada,19.88,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,2,Rasheed Dwyer,Jamaica,19.90,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,3,Alonso Edward,Panama,19.90,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,4,Roberto Skyers P érez,Cuba,20.02,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,5,Wallace Spearmon,USA,20.11,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,6,Miguel Francis,Antigua and Barbuda,20.20,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,7,Yancarlos Martinez,Dominican Republic,20.47,,23 Jul,"Toronto, Canada",
Men,200 METRES,FINAL,,8,BeeJay Lee,USA,20.74,,23 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,1,Luguelin Santos Aquino,Dominican Republic,45.72,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,2,Kyle Clemons,USA,45.75,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,3,Jarrin Solomon,Trinidad and Tobago,46.06,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,4,Hugo Balduino de Sousa,Brazil,46.26,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,5,Winston George,Guyana,46.39,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,6,Philip Osei,Canada,46.80,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,7,Bralon Taplin,Grenada,47.61,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,1,8,Ramon Miller,Bahamas,48.54,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,1,Nery Brenes,Costa Rica,45.85,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,2,Machel Cedenio,Trinidad and Tobago,46.06,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,3,Alberth Bravo Morales,Venezuela,46.09,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,4,Raidel Acea Morales,Cuba,46.43,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,5,Gustavo Cuesta Rosario,Dominican Republic,46.53,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,6,Latoy Williams,Bahamas,46.81,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,7,Marcus Chambers,USA,46.91,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,8,Daniel Harper,Canada,47.56,,22 Jul,"Toronto, Canada",
Men,400 METRES,HEAT,2,400,METRES ( 23 Jul),,,,22 Jul,"Toronto, Canada",
Men,400 METRES,FINAL,,1,Luguelin Santos Aquino Dominican republic,,44.56,,22 Jul,"Toronto, Canada",
Men,400 METRES,FINAL,,2,Machel Cedenio,Trinidad and Tobago,44.70,,22 Jul,"Toronto, Canada",
Men,400 METRES,FINAL,,3,Kyle Clemons,USA,44.84,,22 Jul,"Toronto, Canada",
Men,400 METRES,FINAL,,4,Nery Brenes Costa Ric a,,44.85,,22 Jul,"Toronto, Canada",
Men,400 METRES,FINAL,,5,Jarrin Solomon,Trinidad and Tobago,45.20,,22 Jul,"Toronto, Canada",
Men,400 METRES,FINAL,,6,Winston George,Guyana,45.58,,22 Jul,"Toronto, Canada",
Men,400 METRES,FINAL,,7,Hugo Balduino de Sousa,Brazil,46.07,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,1,1,Clayton Murphy,USA,1:48.88,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,1,2,Rafith Rodriguez,Colombia,1:49.06,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,1,3,Ricardo Cunningham,Jamaica,1:49.22,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,1,4,Aaron Evans,Bermuda,1:49.30,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,1,5,Lutimar Abreu Paes,Brazil,1:49.76,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,1,6,Andy Gonzá lez Nuñez,Cuba,1:51.14,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,1,7,Anthony Romaniw,Canada,1:56.55,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,1,Ryan Martin,USA,1:48.99,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,2,Jo-Wayne Hibbert Jamaic a,,1:49.22,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,3,Cleiton Abrã o,Brazil,1:49.32,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,4,Andres Arroyo,Puerto Rico,1:49.36,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,5,Brandon McBride,Canada,1:49.65,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,6,James Eichberger Aguirre,Mexico,1:49.68,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,7,Lucirio Garrido Acosta,Venezuela,1:49.84,,22 Jul,"Toronto, Canada",
Men,800 METRES,HEAT,2,8,Shaquille Dill,Bermuda,1:52.25,,22 Jul,"Toronto, Canada",
Men,800 METRES,FINAL,,1,Clayton Murphy,USA,1:47.19,,23 Jul,"Toronto, Canada",
Men,800 METRES,FINAL,,2,Rafith Rodriguez,Colombia,1:47.23,,23 Jul,"Toronto, Canada",
