gender,event,round,heat,position,athlete_or_team,country,mark,status,date,location,members
Men,,,,100,METRES (24 Jul ),,,,,"Winnipeg, Canada",
Men,,HEAT,1,1,Freddy Mayola Fern ández,Cuba,10.31,,,"Winnipeg, Canada",
Men,,HEAT,1,2,Tim Harden,USA,10.40,,,"Winnipeg, Canada",
Men,,HEAT,1,3,Dwight Ferguson,Bahamas,10.55,,,"Winnipeg, Canada",
Men,,HEAT,1,4,Niconnor Alexander,Trinidad and Tobago,10.62,,,"Winnipeg, Canada",
Men,,HEAT,1,5,Ronald Promesse,St.Lucia,10.63,,,"Winnipeg, Canada",
Men,,HEAT,1,6,Yvan Darbouze,Haiti,10.95,,,"Winnipeg, Canada",
Men,,HEAT,1,7,Wladimir Afriani,Haiti,11.04,,,"Winnipeg, Canada",
Men,,HEAT,2,1,Bernard Williams,USA,10.28,,,"Winnipeg, Canada",
Men,,HEAT,2,2,Patrick Jarrett,Jamaica,10.29,,,"Winnipeg, Canada",
Men,,HEAT,2,3,Andr é Domingos da Silva,Brazil,10.35,,,"Winnipeg, Canada",
Men,,HEAT,2,4,Luis P érez Rionda,Cuba,10.42,,,"Winnipeg, Canada",
Men,,HEAT,2,5,Nathani el Esprit,Netherland Antilles,10.46,,,"Winnipeg, Canada",
Men,,HEAT,2,6,Devon Bean,Bermuda,10.83,,,"Winnipeg, Canada",
Men,,HEAT,2,7,Sherwin James,Dominica,10.89,,,"Winnipeg, Canada",
Men,,HEAT,3,1,Claudinei Quirino da Silva,Brazil,10.19,,,"Winnipeg, Canada",
Men,,HEAT,3,2,Brad McCuaig,Canada,10.48,,,"Winnipeg, Canada",
Men,,HEAT,3,3,Joel Mascoll,St.Vincent and the Grenadines,10.58,,,"Winnipeg, Canada",
Men,,HEAT,3,4,Edgardo Serpas Rodas,El Salvador,10.61,,,"Winnipeg, Canada",
Men,,HEAT,3,5,Carlos Gats,Argentina,10.62,,,"Winnipeg, Canada",
Men,,HEAT,3,6,Oscar Meneses Gonz ález,Guatemala,10.65,,,"Winnipeg, Canada",
Men,,HEAT,3,7,Ricardo Roach Gonz ález,Chile,10.69,,,"Winnipeg, Canada",
Men,,HEAT,3,8,Caimin Douglas,Netherland Antilles,10.74,,,"Winnipeg, Canada",
Men,100 METRES,FINAL,,1,Bernard Williams,USA,10.08,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,FINAL,,2,Freddy Mayola Fern ández,Cuba,10.10,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,FINAL,,3,Claudinei Quirino da Silva,Brazil,10.13,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,FINAL,,4,Tim Harden,USA,10.19,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,FINAL,,5,Andr é Domingos da Silva,Brazil,10.21,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,FINAL,,6,Patrick Jarrett,Jamaica,10.23,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,FINAL,,7,Luis P érez Rionda,Cuba,10.27,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,FINAL,,8,Brad McCuaig Cana da,,10.31,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,1,Curtis Perry,USA,20.50,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,2,Edson Luciano Ribeiro,Brazil,20.84,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,3,Heber Viera,Uruguay,21.07,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,4,Dominic Demeritte,Bahamas,21.16,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,5,Joel Mascoll St.Vincent and the Grenadine s,,21.25,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,6,Jacey Harper Trinidad and T obago,,21.27,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,7,Carlos Gats,Argentina,21.29,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,1,8,Sherwin James,Dominica,21.85,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,2,1,Claudinei Quirino da Silva,Brazil,20.14,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,2,2,Sebastian Keitel Bianchi,Chile,20.44,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,2,3,Iván Garcia S ánchez,Cuba,20.54,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,2,4,Chris Williams,Jamaica,20.68,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,2,5,Juan Toled o Dominguez,Mexico,20.80,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,2,6,Nathaniel Esprit,Netherland Antilles,21.09,,25 Jul,"Winnipeg, Canada",
Men,100 METRES,HEAT,2,7,Francisco Cornelio,Dominican Republic,21.14,,25 Jul,"Winnipeg, Canada",
Men,200 METRES,FINAL,,1,Claudinei Quirino da Silva,Brazil,20.30,,28 Jul,"Winnipeg, Canada",
Men,200 METRES,FINAL,,2,Curtis Perry,USA,20.58,,28 Jul,"Winnipeg, Canada",
Men,200 METRES,FINAL,,3,Sebast ian Keitel Bianchi,Chile,20.82,,28 Jul,"Winnipeg, Canada",
Men,200 METRES,FINAL,,4,Iván Garcia S ánchez,Cuba,20.85,,28 Jul,"Winnipeg, Canada",
Men,200 METRES,FINAL,,5,Juan Toledo Dominguez,Mexico,21.05,,28 Jul,"Winnipeg, Canada",
Men,200 METRES,FINAL,,6,Edson Luciano Ribeiro,Brazil,21.09,,28 Jul,"Winnipeg, Canada",
Men,200 METRES,FINAL,,7,Chris Williams,Jamaica,21.19,,28 Jul,"Winnipeg, Canada",
